genome_id,metagenome_id,genome_length,num_contigs,n50,num_16s,num_5s,num_23s,num_trna,completeness,contamination,quality_score,mimag_quality,otu_id,ecosystem,ecosystem_category,ecosystem_type,habitat,longitude,latitude
3300025589_33,3300025589,1723259,70,34701,1,1,1,35,77.31,3.37,60.46,MQ,OTU-10279,d__Bacteria;p__Omnitrophota;c__UBA8468;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_47,3300025589,1120701,139,8869,0,0,0,41,81.06,0,81.06,MQ,OTU-10686,d__Bacteria;p__Caldisericota;c__Caldisericia;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_44,3300025589,1205938,189,6815,1,1,1,23,72.03,4.39,50.08,MQ,OTU-2387,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_40,3300025589,1478767,142,13767,1,0,1,36,80.83,3.44,63.63,MQ,OTU-7316,d__Bacteria;p__Omnitrophota;c__UBA8468;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_63,3300025589,488372,49,15405,0,0,1,40,58.22,1.1,52.72,MQ,OTU-3973,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_29,3300025589,1797752,128,18827,2,1,1,47,85.95,3.52,68.35,MQ,OTU-5111,d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3907;s__GCA_002391545.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_25,3300025589,2013162,126,21696,0,2,0,44,90.85,0.98,85.95,MQ,OTU-6,d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA2557;s__GCA_002340435.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_24,3300025589,2086557,139,24000,1,1,1,45,90.29,4.84,66.09,HQ,OTU-4769,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA8958;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_26,3300025589,1979088,134,22242,1,2,1,44,92.95,0,92.95,HQ,OTU-6074,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_21,3300025589,2298731,122,30679,0,3,0,44,94.89,1.98,84.99,MQ,OTU-4771,d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__GCA_001512825.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_20,3300025589,2300320,125,33465,2,1,1,42,93.55,4.52,70.95,HQ,OTU-13900,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA8958;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_23,3300025589,2104631,93,37159,1,1,1,44,98.12,0.63,94.97,HQ,OTU-4773,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Pseudothermotoga_B;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300025589_22,3300025589,2256871,337,7388,1,1,1,32,69.17,1.14,63.47,MQ,OTU-17941,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.38,36.29
3300001580_34,3300001580,2228946,82,43925,0,1,0,47,90.24,2.05,79.99,MQ,OTU-16088,d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__SCADC1-2-3;s__GCA_002327235.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300001580_33,3300001580,2410912,116,36127,1,0,0,35,79.71,4.49,57.26,MQ,OTU-16089,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA2205;g__UBA2205;s__GCA_002328585.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300001580_38,3300001580,1902845,178,26928,0,0,0,31,85.46,2.29,74.01,MQ,OTU-16092,d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanocellales;f__UBA148;g__UBA148;s__GCA_002495885.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300001580_77,3300001580,670772,131,5249,0,1,0,29,54.3,0.32,52.7,MQ,OTU-14769,d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__GCA_002495025.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300001580_55,3300001580,1508069,184,11483,0,0,0,28,76.12,3.72,57.52,MQ,OTU-14093,d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__UBA9949;s__GCA_002499905.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300001580_57,3300001580,1415268,127,15316,0,0,0,20,81.42,1.23,75.27,MQ,OTU-14095,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__GCA_002742845.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300001580_50,3300001580,1627372,157,13963,1,1,1,39,85.66,4.72,62.06,MQ,OTU-5737,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__GCA_002421945.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300001580_28,3300001580,2679528,134,34359,1,0,0,54,95.75,4.14,75.05,MQ,OTU-15609,d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__GCA_002506105.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300001580_44,3300001580,1821458,261,7732,1,1,1,36,65.82,1.71,57.27,MQ,OTU-12652,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__OPB95;g__UBA10528;s__GCA_002441005.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300001580_45,3300001580,1714700,146,15308,2,0,1,47,93.22,3.39,76.27,MQ,OTU-1596,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__UBA4066;s__GCA_002383685.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300001580_41,3300001580,1951395,182,14427,0,0,0,37,80.92,1.1,75.42,MQ,OTU-6397,d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__UBA2242;s__GCA_002347855.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.55,57.05
3300014059_5,3300014059,3024225,80,57865,1,1,1,32,93.29,1.83,84.14,HQ,OTU-1880,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__UBA11063;g__UBA11063;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300014059_6,3300014059,2655418,440,6312,0,1,0,20,57.99,0.26,56.69,MQ,OTU-3050,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300014059_20,3300014059,563578,57,15522,2,1,1,34,65.07,1.17,59.22,MQ,OTU-3867,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Nomurabacteraceae;g__UBA4124;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300014059_13,3300014059,715359,90,9352,1,1,1,33,77.01,0.16,76.21,MQ,OTU-1106,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Nomurabacteraceae;g__;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300014059_15,3300014059,686298,36,32770,1,1,2,36,82.18,0,82.18,MQ,OTU-1110,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Taylorbacteraceae;g__UBA6065;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300012020_6,3300012020,4776058,383,18694,1,1,2,37,93.69,4.43,71.54,HQ,OTU-12730,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300012020_5,3300012020,5537618,401,19626,1,1,1,40,98.82,0,98.82,HQ,OTU-12731,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__UBA2033;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300012020_16,3300012020,1949012,346,5855,1,0,0,16,64.26,0,64.26,MQ,OTU-1081,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__UBA2032;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300012020_12,3300012020,3894021,205,29365,1,0,0,27,82.23,2.56,69.43,MQ,OTU-1084,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300014833_13,3300014833,1971374,262,8698,0,1,0,25,85.71,0.96,80.91,MQ,OTU-3543,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__UBA6016;g__UBA6016;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300014833_11,3300014833,1997397,244,9529,0,1,0,21,89.65,1.32,83.05,MQ,OTU-12594,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus flocculiformis,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300014833_14,3300014833,1766445,245,8182,0,0,0,25,82.33,0.79,78.38,MQ,OTU-12597,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7239;g__UBA7239;s__,Wastewater,Activated Sludge,Activated sludge,121.5,31.3
3300013791_1,3300013791,4680266,545,10257,0,1,0,33,89.19,0.76,85.39,MQ,OTU-14797,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Planktothrix;s__,Wastewater,Industrial wastewater,Wastewater,N/A,N/A
3300013790_1,3300013790,1928871,320,6733,0,0,0,18,58.78,0,58.78,MQ,OTU-13484,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__,Wastewater,Industrial wastewater,Wastewater,N/A,N/A
3300013769_10,3300013769,1607917,249,6961,1,0,0,28,61.91,1.72,53.31,MQ,OTU-7711,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__,Wastewater,Industrial wastewater,Sewage treatment plant,-72.426,43.7271
3300013769_3,3300013769,4071489,129,59312,1,0,1,45,92.26,1.94,82.56,MQ,OTU-16188,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__,Wastewater,Industrial wastewater,Sewage treatment plant,-72.426,43.7271
3300013769_4,3300013769,4176656,48,170666,1,1,1,44,98.92,0.72,95.32,HQ,OTU-14092,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,Wastewater,Industrial wastewater,Sewage treatment plant,-72.426,43.7271
3300013769_9,3300013769,2079340,232,11033,1,0,0,41,85.57,0.93,80.92,MQ,OTU-14085,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__,Wastewater,Industrial wastewater,Sewage treatment plant,-72.426,43.7271
3300013769_5,3300013769,3852319,420,10994,1,0,0,36,86.73,1.73,78.08,MQ,OTU-14091,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__,Wastewater,Industrial wastewater,Sewage treatment plant,-72.426,43.7271
3300025867_15,3300025867,4070201,514,9434,2,1,2,41,86.9,0,86.9,MQ,OTU-16281,d__Bacteria;p__Riflebacteria;c__UBA8953;o__UBA8953;f__UBA8953;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_14,3300025867,4100595,263,21294,1,1,1,40,96.64,1.65,88.39,HQ,OTU-16282,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_13,3300025867,4104039,347,16456,1,2,1,38,90.05,4.5,67.55,HQ,OTU-16283,d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__UBA2214;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_12,3300025867,4101470,213,31204,1,1,1,42,91.42,3.94,71.72,HQ,OTU-16284,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_32,3300025867,2306657,356,6992,1,0,1,18,59.08,0,59.08,MQ,OTU-3899,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__UBA9959;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_35,3300025867,2107756,31,109004,1,3,3,27,72.41,0,72.41,MQ,OTU-15688,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA1368;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_34,3300025867,2129833,334,7024,0,1,0,31,69.86,3.36,53.06,MQ,OTU-3351,d__Bacteria;p__UBP6;c__UBA1177;o__UBA1177;f__UBA1177;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_37,3300025867,2087471,173,16086,0,1,0,34,80.29,0.67,76.94,MQ,OTU-8018,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_65,3300025867,956167,88,17939,1,1,1,44,90.13,1.12,84.53,HQ,OTU-16264,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_53,3300025867,1257469,210,5984,0,1,0,24,64.59,1.68,56.19,MQ,OTU-13135,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA2922;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_51,3300025867,1276732,139,11038,1,1,1,32,87.9,0,87.9,MQ,OTU-15029,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata_A;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_57,3300025867,1160992,189,6348,0,0,0,23,71.67,1.2,65.67,MQ,OTU-13309,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Cloacimonas;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_85,3300025867,656060,5,231886,1,1,1,46,79.6,0,79.6,MQ,OTU-10178,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__UBA2211;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_89,3300025867,620305,3,340333,1,0,1,40,78.96,0,78.96,MQ,OTU-778,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Nomurabacteraceae;g__UBA9973;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_38,3300025867,2046494,230,10478,0,0,0,41,86.85,3.51,69.3,MQ,OTU-15693,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA1756;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_22,3300025867,3063054,197,30459,0,1,1,34,86.84,3.51,69.29,MQ,OTU-2283,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_27,3300025867,2536869,279,11218,0,1,0,38,86.39,3.85,67.14,MQ,OTU-6925,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Spiro-10;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_25,3300025867,2890080,72,72950,2,2,0,38,95.56,3.49,78.11,MQ,OTU-6926,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Firm-11;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_29,3300025867,2537553,316,9796,1,1,0,30,86.18,3.17,70.33,MQ,OTU-5799,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_44,3300025867,1560553,255,6378,0,1,1,14,57.94,0.96,53.14,MQ,OTU-6273,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Firm-11;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_45,3300025867,1544814,72,40617,0,0,0,12,57.53,0.27,56.18,MQ,OTU-15404,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_46,3300025867,1489827,178,9376,0,0,0,28,69.44,0,69.44,MQ,OTU-5047,d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__UBA9949;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_47,3300025867,1358457,243,5720,1,1,1,22,62.52,2.1,52.02,MQ,OTU-12758,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_40,3300025867,1979610,125,23783,1,0,0,42,90.8,2.21,79.75,MQ,OTU-15453,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_41,3300025867,1928326,304,6573,1,0,0,33,69.07,2.69,55.62,MQ,OTU-5941,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_42,3300025867,1843109,92,37593,0,0,0,35,89.03,0.03,88.88,MQ,OTU-6279,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__UBA1232;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_69,3300025867,835538,31,42656,1,1,1,40,89.56,0,89.56,MQ,OTU-5657,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__Rs-D84;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_63,3300025867,994604,162,6583,0,0,0,29,67.18,0,67.18,MQ,OTU-5662,d__Bacteria;p__Caldisericota;c__Caldisericia;o__UBA4822;f__UBA4822;g__UBA4822;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_60,3300025867,1118357,188,6291,1,1,1,21,59.8,0,59.8,MQ,OTU-5663,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_92,3300025867,600024,20,73303,1,0,2,45,65.64,0,65.64,MQ,OTU-15675,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025867_91,3300025867,600642,72,9708,1,0,2,40,59.74,0.99,54.79,MQ,OTU-12077,d__Bacteria;p__Patescibacteria;c__ABY1;o__Falkowbacterales;f__UBA12465;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,139.63,35.92
3300025686_10,3300025686,3536898,95,60182,1,0,1,34,67.54,0,67.54,MQ,OTU-15104,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_18,3300025686,2950589,143,37193,1,1,1,46,96.13,2.26,84.83,HQ,OTU-13893,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA8958;g__UBA8958;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_19,3300025686,2889880,191,24582,0,2,0,33,98.12,0.47,95.77,MQ,OTU-11170,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Mesotoga;s__Mesotoga sp1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_39,3300025686,1946129,343,5990,0,0,0,33,73.34,0,73.34,MQ,OTU-6774,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_30,3300025686,2404065,58,94662,1,0,0,46,90.32,3.33,73.67,MQ,OTU-12028,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__GCA_002478265.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_31,3300025686,2360235,138,26238,1,1,1,36,88.07,0,88.07,MQ,OTU-9569,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_36,3300025686,2138200,189,15129,1,1,1,42,91.29,1.96,81.49,HQ,OTU-13900,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA8958;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_56,3300025686,1258574,49,66847,1,1,1,45,91.53,1.69,83.08,HQ,OTU-1939,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__Bipolaricaulis;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_50,3300025686,1495400,228,7074,0,0,0,32,76.24,1.75,67.49,MQ,OTU-14514,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__UBA8196,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_51,3300025686,1511128,218,7333,0,1,0,29,64.72,0,64.72,MQ,OTU-17100,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA1060;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_6,3300025686,4974264,104,84423,1,1,1,43,100,0,100,HQ,OTU-5140,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_5,3300025686,5008094,63,153200,1,1,1,47,98.86,2.27,87.51,HQ,OTU-5143,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__PLanc-01;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_11,3300025686,3532758,81,70680,1,1,1,44,96.62,4.05,76.37,HQ,OTU-13920,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA8199;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_15,3300025686,3039410,53,112172,0,2,0,40,93.33,1.43,86.18,MQ,OTU-14572,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_7,3300025686,3903099,78,96202,1,1,1,46,95.3,0,95.3,HQ,OTU-5141,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_14,3300025686,3229907,66,86948,1,1,1,40,97.98,0,97.98,HQ,OTU-7463,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_29,3300025686,2458976,180,21538,1,1,1,43,91.18,2.52,78.58,HQ,OTU-15553,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_28,3300025686,2489020,362,7545,1,0,0,30,74.93,2.31,63.38,MQ,OTU-15052,d__Bacteria;p__BRC1;c__UBA8349;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_21,3300025686,2771683,221,17725,1,1,1,38,76.38,1.33,69.73,MQ,OTU-13278,d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_20,3300025686,2918942,125,48948,1,1,1,43,91.76,1.28,85.36,HQ,OTU-15558,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
3300025686_23,3300025686,2624240,120,30920,1,2,2,43,96.61,1.39,89.66,HQ,OTU-3294,d__Bacteria;p__Thermotogota;c__Thermotogae;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,135.27,34.72
