locus_tag,ftype,length_bp,gene,EC_number,COG,product,bin
EEIKLKKP_02735,CDS,276,grxC_2,,COG0695,Glutaredoxin 3,UW7-IIF
EEIKLKKP_02736,CDS,468,secB_2,,COG1952,Protein-export protein SecB,UW7-IIF
EEIKLKKP_02737,CDS,435,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02738,CDS,990,gpsA_2,1.1.1.94,COG0240,Glycerol-3-phosphate dehydrogenase [NAD(P)+],UW7-IIF
EEIKLKKP_02739,CDS,99,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02740,CDS,1527,malQ_2,2.4.1.25,COG1640,4-alpha-glucanotransferase,UW7-IIF
EEIKLKKP_02741,CDS,582,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02742,CDS,1413,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02743,CDS,1185,ackA_1,2.7.2.1,COG0282,Acetate kinase,UW7-IIF
EEIKLKKP_02744,CDS,834,fabI_2,1.3.1.9,COG0623,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,UW7-IIF
EEIKLKKP_02745,CDS,201,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02746,CDS,2757,ppc_1,4.1.1.31,COG2352,Phosphoenolpyruvate carboxylase,UW7-IIF
EEIKLKKP_02747,CDS,1029,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02748,CDS,387,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02749,CDS,1419,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02750,CDS,1755,,,COG0659,putative sulfate transporter,UW7-IIF
EEIKLKKP_02751,CDS,903,,2.7.4.1,,Polyphosphate:ADP phosphotransferase 3,UW7-IIF
EEIKLKKP_02752,CDS,1419,oprM_5,,COG1538,Outer membrane protein OprM,UW7-IIF
EEIKLKKP_02753,CDS,3207,bepG_2,,,Efflux pump membrane transporter BepG,UW7-IIF
EEIKLKKP_02754,CDS,1215,acrA_2,,,Multidrug efflux pump subunit AcrA,UW7-IIF
EEIKLKKP_02755,CDS,2856,rne_2,3.1.26.12,,Ribonuclease E,UW7-IIF
EEIKLKKP_02756,CDS,528,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02757,CDS,663,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02758,CDS,429,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02759,CDS,2166,dsbD_1,1.8.1.8,,Thiol:disulfide interchange protein DsbD,UW7-IIF
EEIKLKKP_02760,CDS,597,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02761,CDS,783,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02762,CDS,168,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02763,CDS,582,yhbO,3.1.2.-,COG0693,Protein/nucleic acid deglycase 2,UW7-IIF
EEIKLKKP_02764,CDS,975,mdtH,,,Multidrug resistance protein MdtH,UW7-IIF
EEIKLKKP_02765,CDS,480,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02766,CDS,636,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02767,CDS,468,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02768,CDS,2298,nosZ,1.7.2.4,,Nitrous-oxide reductase,UW7-IIF
EEIKLKKP_02769,CDS,309,cyf,,,Cytochrome c-553,UW7-IIF
EEIKLKKP_02770,CDS,738,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02771,CDS,990,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02772,CDS,1416,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02773,CDS,195,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02774,CDS,903,napG,,COG1145,Ferredoxin-type protein NapG,UW7-IIF
EEIKLKKP_02775,CDS,963,napH_2,,COG0348,Ferredoxin-type protein NapH,UW7-IIF
EEIKLKKP_02776,CDS,873,btuD_10,7.6.2.8,,Vitamin B12 import ATP-binding protein BtuD,UW7-IIF
EEIKLKKP_02777,CDS,474,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02778,CDS,828,nosY,,COG1277,putative ABC transporter permease protein NosY,UW7-IIF
EEIKLKKP_02779,CDS,456,resA_4,,COG0526,Thiol-disulfide oxidoreductase ResA,UW7-IIF
EEIKLKKP_02780,CDS,1164,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02781,CDS,984,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02782,CDS,480,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02783,CDS,486,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02784,CDS,189,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02785,CDS,1776,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02786,CDS,561,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02787,CDS,1848,hscA_2,,,Chaperone protein HscA,UW7-IIF
EEIKLKKP_02788,CDS,573,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02789,CDS,336,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02790,CDS,702,,,COG1926,Putative phosphoribosyl transferase,UW7-IIF
EEIKLKKP_02791,CDS,1110,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02792,CDS,558,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02793,CDS,825,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02794,CDS,717,ispD,2.7.7.60,,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,UW7-IIF
EEIKLKKP_02795,CDS,480,ispF,4.6.1.12,COG0245,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",UW7-IIF
EEIKLKKP_02796,CDS,1068,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02797,CDS,960,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02798,CDS,1134,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02799,CDS,1086,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02800,CDS,330,mrpG,,COG1320,Na(+)/H(+) antiporter subunit G,UW7-IIF
EEIKLKKP_02801,CDS,291,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02802,CDS,339,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02803,CDS,1449,mrpD_1,,COG0651,Na(+)/H(+) antiporter subunit D,UW7-IIF
EEIKLKKP_02804,CDS,387,mrpC,,COG1006,Na(+)/H(+) antiporter subunit C,UW7-IIF
EEIKLKKP_02805,CDS,432,mrpB,,COG2111,Na(+)/H(+) antiporter subunit B,UW7-IIF
EEIKLKKP_02806,CDS,1308,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02807,CDS,246,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02808,CDS,381,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02809,CDS,1026,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02810,CDS,345,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02811,CDS,879,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02812,CDS,480,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02813,CDS,618,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02814,CDS,438,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02815,CDS,741,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02816,CDS,3615,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02817,CDS,1152,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02818,CDS,264,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02819,CDS,408,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02820,CDS,231,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02821,CDS,1338,steT_1,,COG0531,Serine/threonine exchanger SteT,UW7-IIF
EEIKLKKP_02822,CDS,972,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02823,CDS,3066,sasA_11,2.7.-.-,,Adaptive-response sensory-kinase SasA,UW7-IIF
EEIKLKKP_02824,CDS,423,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02825,CDS,183,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02826,CDS,1371,steT_2,,COG0531,Serine/threonine exchanger SteT,UW7-IIF
EEIKLKKP_02827,CDS,954,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02828,CDS,603,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02829,CDS,447,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02830,CDS,321,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02831,CDS,417,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02832,CDS,1713,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02833,CDS,1287,cbiA,6.3.5.11,COG1797,"Cobyrinate a,c-diamide synthase",UW7-IIF
EEIKLKKP_02834,CDS,678,cbiM_2,,COG0310,Cobalt transport protein CbiM,UW7-IIF
EEIKLKKP_02835,CDS,339,cbiN,,COG1930,Cobalt transport protein CbiN,UW7-IIF
EEIKLKKP_02836,CDS,741,cbiQ,,COG0619,Cobalt transport protein CbiQ,UW7-IIF
EEIKLKKP_02837,CDS,894,ecfA3,3.6.3.-,COG1122,Energy-coupling factor transporter ATP-binding protein EcfA3,UW7-IIF
EEIKLKKP_02838,CDS,789,cbiF,2.1.1.271,COG2875,Cobalt-precorrin-4 C(11)-methyltransferase,UW7-IIF
EEIKLKKP_02839,CDS,930,cbiX_2,4.99.1.3,COG2138,Sirohydrochlorin cobaltochelatase,UW7-IIF
EEIKLKKP_02840,CDS,678,cbiC,5.4.99.60,COG2082,Cobalt-precorrin-8 methylmutase,UW7-IIF
EEIKLKKP_02841,CDS,1143,cbiD,2.1.1.195,COG1903,Cobalt-precorrin-5B C(1)-methyltransferase,UW7-IIF
EEIKLKKP_02842,CDS,1317,cbiET,,COG2241,Cobalamin biosynthesis bifunctional protein CbiET,UW7-IIF
EEIKLKKP_02843,CDS,798,cbiL,2.1.1.151,COG2243,Cobalt-precorrin-2 C(20)-methyltransferase,UW7-IIF
EEIKLKKP_02844,CDS,1155,cbiG,3.7.1.12,COG2073,Cobalt-precorrin-5A hydrolase,UW7-IIF
EEIKLKKP_02845,CDS,978,cysG_2,4.99.1.4,,Siroheme synthase,UW7-IIF
EEIKLKKP_02846,CDS,2193,dinG_1,3.1.-.-,,3'-5' exonuclease DinG,UW7-IIF
EEIKLKKP_02847,CDS,900,dmlR_1,,,HTH-type transcriptional regulator DmlR,UW7-IIF
EEIKLKKP_02848,CDS,207,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02849,CDS,705,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02850,CDS,1341,gdhA,1.4.1.4,COG0334,NADP-specific glutamate dehydrogenase,UW7-IIF
EEIKLKKP_02851,CDS,285,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02852,CDS,1596,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02853,CDS,1299,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02854,CDS,447,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02855,CDS,1515,sasA_12,2.7.-.-,,Adaptive-response sensory-kinase SasA,UW7-IIF
EEIKLKKP_02856,CDS,732,regX3_1,,COG0745,Sensory transduction protein regX3,UW7-IIF
EEIKLKKP_02857,CDS,810,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02858,CDS,258,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02859,CDS,1257,dadA1_1,1.4.99.-,COG0665,D-amino acid dehydrogenase 1,UW7-IIF
EEIKLKKP_02860,CDS,126,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02861,CDS,591,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02862,CDS,423,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02863,CDS,474,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02864,CDS,618,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02865,CDS,1479,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02866,CDS,1491,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02867,CDS,858,gltI_2,,COG0834,Glutamate/aspartate import solute-binding protein,UW7-IIF
EEIKLKKP_02868,CDS,705,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02869,CDS,996,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02870,CDS,237,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02871,CDS,321,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02872,CDS,486,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02873,CDS,1314,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02874,CDS,2253,ycf3_3,,,Photosystem I assembly protein Ycf3,UW7-IIF
EEIKLKKP_02875,CDS,549,yaeQ,,COG4681,putative protein YaeQ,UW7-IIF
EEIKLKKP_02876,CDS,171,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02877,CDS,495,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02878,CDS,747,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02879,CDS,645,ompA_4,,,Outer membrane protein A,UW7-IIF
EEIKLKKP_02880,CDS,2172,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02881,CDS,603,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02882,CDS,1476,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02883,CDS,1521,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02884,CDS,2157,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02885,CDS,891,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02886,CDS,2613,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02887,CDS,462,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02888,CDS,1953,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02889,CDS,1032,ykoT,2.4.-.-,,putative glycosyltransferase YkoT,UW7-IIF
EEIKLKKP_02890,CDS,462,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02891,CDS,96,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02892,CDS,381,arnF,,,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF,UW7-IIF
EEIKLKKP_02893,CDS,1659,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02894,CDS,795,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02895,CDS,1218,purT,2.1.2.-,,Formate-dependent phosphoribosylglycinamide formyltransferase,UW7-IIF
EEIKLKKP_02896,CDS,732,,,,putative protein,UW7-IIF
EEIKLKKP_02897,CDS,624,vioB,2.3.1.209,COG0110,"dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase",UW7-IIF
EEIKLKKP_02898,CDS,987,pimF,2.4.-.-,COG0463,Putative glycosyltransferases,UW7-IIF
EEIKLKKP_02899,CDS,561,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02900,CDS,420,proQ,,COG3109,RNA chaperone ProQ,UW7-IIF
EEIKLKKP_02901,CDS,1986,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02902,CDS,594,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02903,CDS,1218,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02904,CDS,648,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02905,CDS,774,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02906,CDS,1512,,2.3.1.20,,Putative diacyglycerol O-acyltransferase,UW7-IIF
EEIKLKKP_02907,CDS,261,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02908,CDS,279,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02909,CDS,867,rsgA,3.6.1.-,COG1162,Small ribosomal subunit biogenesis GTPase RsgA,UW7-IIF
EEIKLKKP_02910,CDS,342,,4.2.1.96,,Putative pterin-4-alpha-carbinolamine dehydratase,UW7-IIF
EEIKLKKP_02911,CDS,1239,htpX_2,3.4.24.-,,Protease HtpX,UW7-IIF
EEIKLKKP_02912,CDS,546,orn,3.1.-.-,COG1949,Oligoribonuclease,UW7-IIF
EEIKLKKP_02913,CDS,1665,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02914,CDS,216,rpmE,,COG0254,50S ribosomal protein L31,UW7-IIF
EEIKLKKP_02915,CDS,1257,rho,3.6.4.-,COG1158,Transcription termination factor Rho,UW7-IIF
EEIKLKKP_02916,CDS,327,trxA,,COG0526,Thioredoxin 1,UW7-IIF
EEIKLKKP_02917,CDS,324,,,COG1146,Ferredoxin 1,UW7-IIF
EEIKLKKP_02918,CDS,1686,fadD_1,6.2.1.3,COG0318,Long-chain-fatty-acid--CoA ligase,UW7-IIF
EEIKLKKP_02919,CDS,615,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02920,CDS,177,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02921,CDS,900,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02922,CDS,1230,icd,1.1.1.42,COG0538,Isocitrate dehydrogenase [NADP],UW7-IIF
EEIKLKKP_02923,CDS,1752,aceK,2.7.11.5,COG4579,Isocitrate dehydrogenase kinase/phosphatase,UW7-IIF
EEIKLKKP_02924,CDS,828,hyi,5.3.1.22,COG3622,Hydroxypyruvate isomerase,UW7-IIF
EEIKLKKP_02925,CDS,561,cobO,2.5.1.-,COG2096,Cobalamin adenosyltransferase,UW7-IIF
EEIKLKKP_02926,CDS,558,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02927,CDS,1479,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02928,CDS,858,nadC,2.4.2.19,COG0157,Nicotinate-nucleotide pyrophosphorylase [carboxylating],UW7-IIF
EEIKLKKP_02929,CDS,138,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02930,CDS,1485,thrC,4.2.3.1,COG0498,Threonine synthase,UW7-IIF
EEIKLKKP_02931,CDS,414,dgcC,2.7.7.65,,putative diguanylate cyclase DgcC,UW7-IIF
EEIKLKKP_02932,CDS,681,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02933,CDS,2025,fadH,1.3.1.34,COG0446,"2,4-dienoyl-CoA reductase",UW7-IIF
EEIKLKKP_02934,CDS,588,kstR2,,,HTH-type transcriptional repressor KstR2,UW7-IIF
EEIKLKKP_02935,CDS,861,sseB,2.8.1.1,COG2897,Putative thiosulfate sulfurtransferase SseB,UW7-IIF
EEIKLKKP_02936,CDS,372,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02937,CDS,288,xseB,3.1.11.6,,Exodeoxyribonuclease 7 small subunit,UW7-IIF
EEIKLKKP_02938,CDS,924,ispA,2.5.1.10,COG0142,Farnesyl diphosphate synthase,UW7-IIF
EEIKLKKP_02939,CDS,1902,dxs,2.2.1.7,COG1154,1-deoxy-D-xylulose-5-phosphate synthase,UW7-IIF
EEIKLKKP_02940,CDS,825,folE2_1,3.5.4.16,COG1469,GTP cyclohydrolase FolE2,UW7-IIF
EEIKLKKP_02941,CDS,366,rplS,,COG0335,50S ribosomal protein L19,UW7-IIF
EEIKLKKP_02942,CDS,807,trmD,2.1.1.228,COG0336,tRNA (guanine-N(1)-)-methyltransferase,UW7-IIF
EEIKLKKP_02943,CDS,576,rimM,,COG0806,Ribosome maturation factor RimM,UW7-IIF
EEIKLKKP_02944,CDS,255,rpsP,,COG0228,30S ribosomal protein S16,UW7-IIF
EEIKLKKP_02945,CDS,1524,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02946,CDS,843,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02947,CDS,597,,1.6.5.2,COG0655,NAD(P)H dehydrogenase (quinone),UW7-IIF
EEIKLKKP_02948,CDS,345,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02949,CDS,1539,leuA_1,2.3.3.13,COG0119,2-isopropylmalate synthase,UW7-IIF
EEIKLKKP_02950,CDS,777,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02951,CDS,1017,ilvC,1.1.1.86,COG0059,Ketol-acid reductoisomerase (NADP(+)),UW7-IIF
EEIKLKKP_02952,CDS,492,ilvH,2.2.1.6,COG0440,Acetolactate synthase isozyme 3 small subunit,UW7-IIF
EEIKLKKP_02953,CDS,1713,ilvI,2.2.1.6,COG0028,Acetolactate synthase isozyme 3 large subunit,UW7-IIF
EEIKLKKP_02954,CDS,636,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02955,CDS,390,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02956,CDS,642,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02957,CDS,372,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02958,CDS,1089,lptG,,COG0795,Lipopolysaccharide export system permease protein LptG,UW7-IIF
EEIKLKKP_02959,CDS,1080,lptF,,COG0795,Lipopolysaccharide export system permease protein LptF,UW7-IIF
EEIKLKKP_02960,CDS,1497,pepA,3.4.11.1,COG0260,Cytosol aminopeptidase,UW7-IIF
EEIKLKKP_02961,CDS,426,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02962,CDS,567,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02963,CDS,2838,valS,6.1.1.9,COG0525,Valine--tRNA ligase,UW7-IIF
EEIKLKKP_02964,CDS,1779,menF,5.4.4.2,,Isochorismate synthase MenF,UW7-IIF
EEIKLKKP_02965,CDS,228,tusA,,COG0425,Sulfur carrier protein TusA,UW7-IIF
EEIKLKKP_02966,CDS,1458,bepA_6,3.4.-.-,COG4783,Beta-barrel assembly-enhancing protease,UW7-IIF
EEIKLKKP_02967,CDS,435,moaC,4.6.1.17,COG0315,Cyclic pyranopterin monophosphate synthase,UW7-IIF
EEIKLKKP_02968,CDS,498,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02969,CDS,345,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02970,CDS,204,cspD,,COG1278,Cold shock-like protein CspD,UW7-IIF
EEIKLKKP_02971,CDS,309,clpS,,COG2127,ATP-dependent Clp protease adapter protein ClpS,UW7-IIF
EEIKLKKP_02972,CDS,2259,clpA,,COG0542,ATP-dependent Clp protease ATP-binding subunit ClpA,UW7-IIF
EEIKLKKP_02973,CDS,495,,4.1.3.17,COG0684,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,UW7-IIF
EEIKLKKP_02974,CDS,510,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02975,CDS,273,minE,,COG0851,Cell division topological specificity factor,UW7-IIF
EEIKLKKP_02976,CDS,822,minD,,COG2894,Septum site-determining protein MinD,UW7-IIF
EEIKLKKP_02977,CDS,1482,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02978,CDS,951,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02979,CDS,531,yciB,,COG2917,Intracellular septation protein,UW7-IIF
EEIKLKKP_02980,CDS,303,yciI,,COG2350,Protein YciI,UW7-IIF
EEIKLKKP_02981,CDS,321,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02982,CDS,798,,5.2.1.8,COG0760,putative parvulin-type peptidyl-prolyl cis-trans isomerase,UW7-IIF
EEIKLKKP_02983,CDS,4011,purL,6.3.5.3,COG0046,Phosphoribosylformylglycinamidine synthase,UW7-IIF
EEIKLKKP_02984,CDS,1503,nnr,,COG0062,Bifunctional NAD(P)H-hydrate repair enzyme Nnr,UW7-IIF
EEIKLKKP_02985,CDS,891,cntI_1,,,Pseudopaline exporter CntI,UW7-IIF
EEIKLKKP_02986,CDS,1029,lacC,2.7.1.144,,Tagatose-6-phosphate kinase,UW7-IIF
EEIKLKKP_02987,CDS,1293,qseC_3,2.7.13.3,,Sensor protein QseC,UW7-IIF
EEIKLKKP_02988,CDS,660,qseB_3,,,Transcriptional regulatory protein QseB,UW7-IIF
EEIKLKKP_02989,CDS,1743,eptA,2.7.-.-,COG2194,Phosphoethanolamine transferase EptA,UW7-IIF
EEIKLKKP_02990,CDS,972,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02991,CDS,474,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02992,CDS,144,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02993,CDS,2049,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02994,CDS,1389,,,,hypothetical protein,UW7-IIF
EEIKLKKP_02995,CDS,2115,sasA_13,2.7.-.-,,Adaptive-response sensory-kinase SasA,UW7-IIF
EEIKLKKP_02996,CDS,1344,atoC_4,,COG2204,Regulatory protein AtoC,UW7-IIF
EEIKLKKP_02997,CDS,2787,bepA_7,3.4.-.-,,Beta-barrel assembly-enhancing protease,UW7-IIF
EEIKLKKP_02998,CDS,1281,wbpA,1.1.1.136,COG0677,UDP-N-acetyl-D-glucosamine 6-dehydrogenase,UW7-IIF
EEIKLKKP_02999,CDS,1071,wbgU_4,5.1.3.7,,UDP-N-acetylglucosamine 4-epimerase,UW7-IIF
EEIKLKKP_03000,CDS,924,mltC_2,4.2.2.-,,Membrane-bound lytic murein transglycosylase C,UW7-IIF
EEIKLKKP_03001,CDS,792,htrA,,,Putative serine protease HtrA,UW7-IIF
EEIKLKKP_03002,CDS,1947,yoaA,3.6.4.12,COG1199,putative ATP-dependent DNA helicase YoaA,UW7-IIF
EEIKLKKP_03003,CDS,1329,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03004,CDS,528,mobB,,COG1763,Molybdopterin-guanine dinucleotide biosynthesis adapter protein,UW7-IIF
EEIKLKKP_03005,CDS,1206,moeA_2,2.10.1.1,COG0303,Molybdopterin molybdenumtransferase,UW7-IIF
EEIKLKKP_03006,CDS,252,moaD,,COG1977,Molybdopterin synthase sulfur carrier subunit,UW7-IIF
EEIKLKKP_03007,CDS,462,moaE,2.8.1.12,COG0314,Molybdopterin synthase catalytic subunit,UW7-IIF
EEIKLKKP_03008,CDS,489,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03009,CDS,186,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03010,CDS,150,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03011,CDS,675,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03012,CDS,507,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03013,CDS,441,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03014,CDS,489,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03015,CDS,870,rpoH_2,,COG0568,RNA polymerase sigma factor RpoH,UW7-IIF
EEIKLKKP_03016,CDS,702,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03017,CDS,1773,fadD_2,6.2.1.3,COG0318,Long-chain-fatty-acid--CoA ligase,UW7-IIF
EEIKLKKP_03018,CDS,1761,,,COG0659,putative sulfate transporter,UW7-IIF
EEIKLKKP_03019,CDS,720,lolD_4,3.6.3.-,COG1136,Lipoprotein-releasing system ATP-binding protein LolD,UW7-IIF
EEIKLKKP_03020,CDS,1227,lolE_2,,COG4591,Lipoprotein-releasing system transmembrane protein LolE,UW7-IIF
EEIKLKKP_03021,CDS,1341,mdtA_2,,,Multidrug resistance protein MdtA,UW7-IIF
EEIKLKKP_03022,CDS,243,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03023,CDS,2763,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03024,CDS,1329,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03025,CDS,303,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03026,CDS,258,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03027,CDS,1680,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03028,CDS,876,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03029,CDS,510,,,,hypothetical protein,UW7-IIF
EEIKLKKP_03030,CDS,699,mltF_2,4.2.2.-,,Membrane-bound lytic murein transglycosylase F,UW7-IIF
EEIKLKKP_03031,CDS,495,xcpT,,COG2165,Type II secretion system protein G,UW7-IIF
