target_id	length	eff_length	est_counts	tpm
FCNOHOGK_03231	201	67.8527	6	3.2007
FCNOHOGK_03232	738	592.75	6	0.366388
FCNOHOGK_03233	810	664.75	2	0.108901
FCNOHOGK_03234	834	688.75	5	0.262766
FCNOHOGK_03235	1290	1144.75	0	0
FCNOHOGK_03236	669	523.75	22.6517	1.56544
FCNOHOGK_03237	618	472.75	18	1.37817
FCNOHOGK_03238	1053	907.75	8	0.318996
FCNOHOGK_03239	546	400.75	1	0.0903208
FCNOHOGK_03240	564	418.75	3	0.259315
FCNOHOGK_03241	2691	2545.75	21	0.298583
FCNOHOGK_03242	195	63.3467	16	9.14234
FCNOHOGK_03243	234	95.2914	3.05687	1.16114
FCNOHOGK_03244	2580	2434.75	361.129	5.36869
FCNOHOGK_03245	453	307.85	0	0
FCNOHOGK_03246	255	114.133	0	0
FCNOHOGK_03247	1206	1060.75	0	0
FCNOHOGK_03248	543	397.75	0	0
FCNOHOGK_03249	1335	1189.75	2	0.0608465
FCNOHOGK_03250	1938	1792.75	6	0.121141
FCNOHOGK_03251	777	631.75	3	0.171885
FCNOHOGK_03252	912	766.75	5	0.236036
FCNOHOGK_03253	1071	925.75	4	0.156397
FCNOHOGK_03254	510	364.786	1	0.0992253
FCNOHOGK_03255	336	191.722	1	0.188795
FCNOHOGK_03256	966	820.75	5	0.220506
FCNOHOGK_03257	447	301.85	5	0.599569
FCNOHOGK_03258	867	721.75	9	0.451354
FCNOHOGK_03259	144	29.5635	0	0
FCNOHOGK_03260	1323	1177.75	7	0.215132
FCNOHOGK_03261	924	778.75	5	0.232398
FCNOHOGK_03262	1044	898.75	10.0162	0.403388
FCNOHOGK_03263	930	784.75	1	0.0461243
FCNOHOGK_03264	939	793.75	4	0.182405
FCNOHOGK_03265	1113	967.75	0	0
FCNOHOGK_03266	372	227.264	1	0.159269
FCNOHOGK_03267	1740	1594.75	5	0.113485
FCNOHOGK_03268	972	826.75	17	0.744279
FCNOHOGK_03269	660	514.75	0	0
FCNOHOGK_03270	1293	1147.75	0	0
FCNOHOGK_03271	1512	1366.75	1	0.0264833
FCNOHOGK_03272	921	775.75	2	0.0933188
FCNOHOGK_03273	4014	3868.75	14	0.130984
FCNOHOGK_03274	810	664.75	66	3.59374
FCNOHOGK_03275	243	103.263	4	1.4021
FCNOHOGK_03276	306	162.512	0	0
FCNOHOGK_03277	534	388.75	46	4.28301
FCNOHOGK_03278	483	337.786	2	0.214313
FCNOHOGK_03279	444	298.85	0	0
FCNOHOGK_03280	807	661.75	2	0.109395
FCNOHOGK_03281	1017	871.75	7	0.290648
FCNOHOGK_03282	1212	1066.75	8	0.271449
FCNOHOGK_03283	1014	868.75	66	2.74986
FCNOHOGK_03284	696	550.75	12	0.788657
FCNOHOGK_03285	858	712.75	27	1.37116
FCNOHOGK_03286	2547	2401.75	6	0.0904242
FCNOHOGK_03287	519	373.75	1	0.0968456
FCNOHOGK_03288	1140	994.75	5	0.181935
FCNOHOGK_03289	2049	1903.75	7	0.133091
FCNOHOGK_03290	507	361.786	30	3.00144
FCNOHOGK_03291	471	325.819	20	2.22185
FCNOHOGK_03292	363	218.374	4	0.663009
FCNOHOGK_03293	1341	1195.75	36	1.08974
FCNOHOGK_03294	837	691.75	9	0.470928
FCNOHOGK_03295	1644	1498.75	63	1.5215
FCNOHOGK_03296	543	397.75	0	0
FCNOHOGK_03297	627	481.75	13	0.976749
FCNOHOGK_03298	1677	1531.75	160	3.78088
FCNOHOGK_03299	324	180.035	30	6.03149
FCNOHOGK_03300	327	182.926	111	21.9638
FCNOHOGK_03301	1257	1111.75	92	2.99531
FCNOHOGK_03302	216	79.8069	95	43.0868
FCNOHOGK_03303	1653	1507.75	4	0.0960266
FCNOHOGK_03304	546	400.75	11.1507	1.00714
FCNOHOGK_03305	1239	1093.75	6	0.198561
FCNOHOGK_03306	342	197.644	8	1.4651
FCNOHOGK_03307	867	721.75	14	0.702106
FCNOHOGK_03308	279	136.675	2	0.529666
FCNOHOGK_03309	261	119.656	1	0.302501
FCNOHOGK_03310	1494	1348.75	11	0.295204
FCNOHOGK_03311	774	628.75	5	0.287841
FCNOHOGK_03312	645	499.75	21	1.52099
FCNOHOGK_03313	1218	1072.75	8	0.269931
FCNOHOGK_03314	570	424.75	34	2.89739
FCNOHOGK_03315	1986	1840.75	72	1.41579
FCNOHOGK_03316	420	274.967	17	2.23784
FCNOHOGK_03317	561	415.75	6	0.522372
FCNOHOGK_03318	537	391.75	0	0
FCNOHOGK_03319	270	128.09	121.016	34.197
FCNOHOGK_03320	2121	1975.75	73.0251	1.33783
FCNOHOGK_03321	426	280.967	49	6.31251
FCNOHOGK_03322	615	469.75	1	0.0770539
FCNOHOGK_03323	339	194.683	0	0
FCNOHOGK_03324	1419	1273.75	2	0.0568338
FCNOHOGK_03325	1428	1282.75	14	0.395045
FCNOHOGK_03326	642	496.75	14	1.02012
FCNOHOGK_03327	327	182.926	0	0
FCNOHOGK_03328	939	793.75	0	0
FCNOHOGK_03329	1806	1660.75	2	0.04359
FCNOHOGK_03330	396	251.098	2	0.288302
FCNOHOGK_03331	723	577.75	0	0
FCNOHOGK_03332	765	619.75	0	0
FCNOHOGK_03333	171	46.0127	0	0
FCNOHOGK_03334	1593	1447.75	2	0.0500032
FCNOHOGK_03335	252	111.399	5	1.62462
FCNOHOGK_03336	1485	1339.75	20	0.54034
FCNOHOGK_03337	2790	2644.75	46	0.629556
FCNOHOGK_03338	1359	1213.75	94	2.80324
FCNOHOGK_03339	2115	1969.75	7	0.128632
FCNOHOGK_03340	1383	1237.75	19	0.555625
FCNOHOGK_03341	1983	1837.75	3	0.0590875
FCNOHOGK_03342	228	90.0088	0	0
FCNOHOGK_03343	1446	1300.75	4	0.111308
FCNOHOGK_03344	2136	1990.75	2	0.0363642
FCNOHOGK_03345	1320	1174.75	0	0
FCNOHOGK_03346	2850	2704.75	2	0.0267648
FCNOHOGK_03347	3648	3502.75	1	0.0103336
FCNOHOGK_03348	129	22.2787	0	0
FCNOHOGK_03349	240	100.579	0	0
FCNOHOGK_03350	774	628.75	0	0
FCNOHOGK_03351	1470	1324.75	0	0
FCNOHOGK_03352	3609	3463.75	1	0.01045
FCNOHOGK_03353	4242	4096.75	0	0
FCNOHOGK_03354	282	139.479	0	0
FCNOHOGK_03355	273	130.945	0	0
FCNOHOGK_03356	1317	1171.75	0	0
FCNOHOGK_03357	999	853.75	1	0.0423965
FCNOHOGK_03358	1131	985.75	0	0
FCNOHOGK_03359	1602	1456.75	0	0
FCNOHOGK_03360	987	841.75	0	0
FCNOHOGK_03361	606	460.75	0	0
FCNOHOGK_03362	1668	1522.75	22	0.522944
FCNOHOGK_03363	633	487.75	10	0.742103
FCNOHOGK_03364	657	511.75	1	0.0707299
FCNOHOGK_03365	1497	1351.75	5	0.133886
FCNOHOGK_03366	2256	2110.75	10	0.171484
FCNOHOGK_03367	3444	3298.75	43	0.471824
FCNOHOGK_03368	918	772.75	7	0.327884
FCNOHOGK_03369	486	340.786	1	0.106213
FCNOHOGK_03370	489	343.786	0	0
FCNOHOGK_03371	981	835.75	2	0.0866193
FCNOHOGK_03372	1164	1018.75	3	0.10659
FCNOHOGK_03373	501	355.786	0	0
FCNOHOGK_03374	828	682.75	3	0.159045
FCNOHOGK_03375	438	292.909	0	0
FCNOHOGK_03376	873	727.75	2	0.0994738
FCNOHOGK_03377	963	817.75	0	0
FCNOHOGK_03378	669	523.75	0	0
FCNOHOGK_03379	297	153.895	1	0.2352
FCNOHOGK_03380	399	254.098	0	0
FCNOHOGK_03381	3039	2893.75	0	0
FCNOHOGK_03382	618	472.75	1	0.0765649
FCNOHOGK_03383	369	224.264	1	0.1614
FCNOHOGK_03384	1350	1204.75	1	0.0300444
FCNOHOGK_03385	306	162.512	2	0.445458
FCNOHOGK_03386	1716	1570.75	1.1236	0.025892
FCNOHOGK_03387	1416	1270.75	2	0.056968
FCNOHOGK_03388	990	844.75	6	0.257089
FCNOHOGK_03389	735	589.75	17	1.04338
FCNOHOGK_03390	318	174.16	0	0
FCNOHOGK_03391	2298	2152.75	29.5273	0.496467
FCNOHOGK_03392	531	385.75	3	0.281499
FCNOHOGK_03393	639	493.75	1	0.0733085
FCNOHOGK_03394	549	403.75	0	0
FCNOHOGK_03395	585	439.75	3	0.246932
FCNOHOGK_03396	1416	1270.75	1	0.028484
FCNOHOGK_03397	702	556.75	40	2.60052
FCNOHOGK_03398	1479	1333.75	11	0.298524
FCNOHOGK_03399	1326	1180.75	2	0.0613103
FCNOHOGK_03400	4200	4054.75	0	0
FCNOHOGK_03401	312	168.264	0	0
FCNOHOGK_03402	1242	1096.75	3	0.099009
FCNOHOGK_03403	1881	1735.75	3	0.0625598
FCNOHOGK_03404	897	751.75	4	0.192596
FCNOHOGK_03405	429	283.967	0	0
FCNOHOGK_03406	1719	1573.75	11.0135	0.25331
FCNOHOGK_03407	369	224.264	1	0.1614
FCNOHOGK_03408	1329	1183.75	0	0
FCNOHOGK_03409	306	162.512	0	0
FCNOHOGK_03410	2196	2050.75	28.9382	0.510764
FCNOHOGK_03411	453	307.85	1	0.117577
FCNOHOGK_03412	315	171.23	0	0
FCNOHOGK_03413	969	823.75	3	0.131822
FCNOHOGK_03414	921	775.75	0	0
FCNOHOGK_03415	561	415.75	2	0.174124
FCNOHOGK_03416	813	667.75	2	0.108412
FCNOHOGK_03417	834	688.75	0	0
FCNOHOGK_03418	1389	1243.75	4	0.116409
FCNOHOGK_03419	2076	1930.75	1	0.0187471
FCNOHOGK_03420	384	239.171	2	0.302679
FCNOHOGK_03421	339	194.683	0	0
FCNOHOGK_03422	729	583.75	0	0
FCNOHOGK_03423	612	466.75	2	0.155098
FCNOHOGK_03424	1203	1057.75	5	0.171099
FCNOHOGK_03425	2388	2242.75	19.1448	0.308981
FCNOHOGK_03426	1341	1195.75	170	5.146
FCNOHOGK_03427	399	254.098	3	0.427347
FCNOHOGK_03428	1929	1783.75	1.00909	0.0204766
FCNOHOGK_03429	1290	1144.75	5	0.158096
FCNOHOGK_03430	2349	2203.75	23	0.377769
FCNOHOGK_03431	729	583.75	13	0.806079
FCNOHOGK_03432	1848	1702.75	15	0.318861
FCNOHOGK_03433	399	254.098	43	6.12531
FCNOHOGK_03434	975	829.75	137	5.97633
FCNOHOGK_03435	630	484.75	78	5.82422
FCNOHOGK_03436	396	251.098	74	10.6672
FCNOHOGK_03437	363	218.374	87.1044	14.4378
FCNOHOGK_03438	219	82.4076	27	11.8593
FCNOHOGK_03439	1326	1180.75	174	5.33399
FCNOHOGK_03440	435	289.909	15	1.87279
FCNOHOGK_03441	183	54.3046	26	17.33
FCNOHOGK_03442	525	379.75	121	11.5332
FCNOHOGK_03443	357	212.438	56	9.54148
FCNOHOGK_03444	537	391.75	86	7.94604
FCNOHOGK_03445	396	251.098	1210.43	174.485
FCNOHOGK_03446	306	162.512	37	8.24097
FCNOHOGK_03447	540	394.75	73.0687	6.69993
FCNOHOGK_03448	318	174.16	37	7.68977
FCNOHOGK_03449	369	224.264	65	10.491
FCNOHOGK_03450	267	125.27	34	9.82413
FCNOHOGK_03451	195	63.3467	33	18.8561
FCNOHOGK_03452	414	268.994	38	5.11331
FCNOHOGK_03453	849	703.75	64	3.29172
FCNOHOGK_03454	330	185.834	78	15.1925
FCNOHOGK_03455	276	133.771	12	3.24699
FCNOHOGK_03456	831	685.75	90.2272	4.76248
FCNOHOGK_03457	303	159.641	59	13.3773
FCNOHOGK_03458	621	475.75	77	5.85832
FCNOHOGK_03459	645	499.75	113	8.1844
FCNOHOGK_03460	312	168.264	105	22.587
FCNOHOGK_03461	405	260.047	0	0
FCNOHOGK_03462	2004	1858.75	0	0
FCNOHOGK_03463	849	703.75	0	0
FCNOHOGK_03464	561	415.75	0	0
FCNOHOGK_03465	816	670.75	0	0
FCNOHOGK_03466	1131	985.75	0	0
FCNOHOGK_03467	840	694.75	0	0
FCNOHOGK_03468	333	188.741	0	0
FCNOHOGK_03469	396	251.098	0	0
FCNOHOGK_03470	645	499.75	0	0
FCNOHOGK_03471	243	103.263	0	0
FCNOHOGK_03472	747	601.75	2	0.120303
FCNOHOGK_03473	570	424.75	41	3.49391
FCNOHOGK_03474	2094	1948.75	269	4.9964
FCNOHOGK_03475	471	325.819	86	9.55394
FCNOHOGK_03476	378	233.195	84	13.0383
FCNOHOGK_03477	4212	4066.75	283.127	2.51996
FCNOHOGK_03478	4284	4138.75	266.063	2.32689
FCNOHOGK_03479	369	224.264	108	17.4312
FCNOHOGK_03480	498	352.786	46	4.71962
FCNOHOGK_03481	690	544.75	41	2.72426
FCNOHOGK_03482	432	286.938	69	8.70406
FCNOHOGK_03483	534	388.75	29	2.70016
FCNOHOGK_03484	354	209.481	28	4.8381
FCNOHOGK_03485	76	9.072	1061.8	4236.45
FCNOHOGK_03486	255	114.133	94	29.8111
FCNOHOGK_03487	75	8.77391	2571	10606.4
FCNOHOGK_03488	74	9.3125	1272	4944.04
FCNOHOGK_03489	85	9.54857	2302.34	8727.54
FCNOHOGK_03490	1407	1261.75	1	0.0286872
FCNOHOGK_03491	3603	3457.75	12.9219	0.135268
FCNOHOGK_03492	519	373.75	1	0.0968456
FCNOHOGK_03493	282	139.479	3	0.778526
FCNOHOGK_03494	951	805.75	0	0
FCNOHOGK_03495	798	652.75	16	0.887226
FCNOHOGK_03496	234	95.2914	0	0
FCNOHOGK_03497	732	586.75	1	0.061689
FCNOHOGK_03498	453	307.85	5	0.587884
FCNOHOGK_03499	483	337.786	3	0.32147
FCNOHOGK_03500	402	257.047	2	0.28163
FCNOHOGK_03501	627	481.75	2	0.150269
FCNOHOGK_03502	303	159.641	3	0.6802
FCNOHOGK_03503	696	550.75	3	0.197164
FCNOHOGK_03504	189	58.7765	0	0
FCNOHOGK_03505	450	304.85	9	1.0686
FCNOHOGK_03506	255	114.133	1	0.31714
FCNOHOGK_03507	441	295.88	8	0.978668
FCNOHOGK_03508	819	673.75	3	0.16117
FCNOHOGK_03509	258	116.873	3	0.929113
FCNOHOGK_03510	276	133.771	0	0
FCNOHOGK_03511	456	310.819	0	0
FCNOHOGK_03512	597	451.75	0	0
FCNOHOGK_03513	432	286.938	2	0.252292
FCNOHOGK_03514	672	526.75	3	0.206147
FCNOHOGK_03515	495	349.786	6	0.620883
FCNOHOGK_03516	612	466.75	0	0
FCNOHOGK_03517	441	295.88	0	0
FCNOHOGK_03518	234	95.2914	0	0
FCNOHOGK_03519	984	838.75	0	0
FCNOHOGK_03520	231	92.6068	1	0.390857
FCNOHOGK_03521	1020	874.75	0	0
FCNOHOGK_03522	891	745.75	6	0.291219
FCNOHOGK_03523	276	133.771	3	0.811748
FCNOHOGK_03524	585	439.75	5	0.411553
FCNOHOGK_03525	780	634.75	5	0.285121
FCNOHOGK_03526	1527	1381.75	18	0.471524
FCNOHOGK_03527	726	580.75	11	0.68559
FCNOHOGK_03528	1242	1096.75	5	0.165015
FCNOHOGK_03529	1836	1690.75	12	0.256899
FCNOHOGK_03530	150	32.9463	1	1.09864
FCNOHOGK_03531	396	251.098	9	1.29736
FCNOHOGK_03532	195	63.3467	11	6.28536
FCNOHOGK_03533	333	188.741	17	3.2602
FCNOHOGK_03534	711	565.75	5	0.319894
FCNOHOGK_03535	867	721.75	1	0.0501504
FCNOHOGK_03536	4044	3898.75	1	0.00928401
FCNOHOGK_03537	1512	1366.75	14	0.370766
FCNOHOGK_03538	1119	973.75	4	0.148687
FCNOHOGK_03539	1041	895.75	5	0.202043
FCNOHOGK_03540	309	165.331	3	0.656793
FCNOHOGK_03541	639	493.75	1	0.0733085
FCNOHOGK_03542	954	808.75	1	0.0447555
FCNOHOGK_03543	786	640.75	0	0
FCNOHOGK_03544	333	188.741	0	0
FCNOHOGK_03545	1767	1621.75	2	0.0446383
FCNOHOGK_03546	1338	1192.75	1	0.0303467
FCNOHOGK_03547	1383	1237.75	33	0.965033
FCNOHOGK_03548	1281	1135.75	8	0.254958
FCNOHOGK_03549	645	499.75	0	0
FCNOHOGK_03550	756	610.75	4	0.23706
FCNOHOGK_03551	189	58.7765	14	8.62155
FCNOHOGK_03552	396	251.098	38	5.47774
FCNOHOGK_03553	363	218.374	35	5.80133
FCNOHOGK_03554	510	364.786	13	1.28993
FCNOHOGK_03555	2166	2020.75	82	1.4688
FCNOHOGK_03556	5394	5248.75	104.084	0.717775
FCNOHOGK_03557	1449	1303.75	6	0.166578
FCNOHOGK_03558	561	415.75	15	1.30593
FCNOHOGK_03559	507	361.786	1	0.100048
FCNOHOGK_03560	507	361.786	2	0.200096
FCNOHOGK_03561	960	814.75	0	0
FCNOHOGK_03562	1257	1111.75	6	0.195346
FCNOHOGK_03563	291	148.001	2	0.489132
FCNOHOGK_03564	540	394.75	2	0.183387
FCNOHOGK_03565	816	670.75	2	0.107927
FCNOHOGK_03566	726	580.75	6	0.373958
FCNOHOGK_03567	1047	901.75	29	1.16405
FCNOHOGK_03568	1140	994.75	32	1.16439
FCNOHOGK_03569	1185	1039.75	3	0.104437
FCNOHOGK_03570	417	271.967	2	0.26618
FCNOHOGK_03571	360	215.374	0	0
FCNOHOGK_03572	1368	1222.75	19.047	0.563834
FCNOHOGK_03573	1176	1030.75	20	0.702324
FCNOHOGK_03574	705	559.75	8	0.517317
FCNOHOGK_03575	777	631.75	12	0.687539
FCNOHOGK_03576	1077	931.75	16	0.621558
FCNOHOGK_03577	924	778.75	32	1.48735
FCNOHOGK_03578	1284	1138.75	628	19.9615
FCNOHOGK_03579	312	168.264	167	35.9242
FCNOHOGK_03580	1857	1711.75	54.7539	1.15781
FCNOHOGK_03581	798	652.75	12	0.665419
FCNOHOGK_03582	1386	1240.75	31	0.904354
FCNOHOGK_03583	474	328.819	43	4.73339
FCNOHOGK_03584	270	128.09	51	14.4118
FCNOHOGK_03585	444	298.85	29	3.51241
FCNOHOGK_03586	465	319.819	1	0.113177
FCNOHOGK_03587	492	346.786	0	0
FCNOHOGK_03588	534	388.75	1	0.0931088
FCNOHOGK_03589	744	598.75	1	0.0604527
FCNOHOGK_03590	549	403.75	1	0.0896497
FCNOHOGK_03591	2028	1882.75	9	0.173026
FCNOHOGK_03592	1287	1141.75	8	0.253618
FCNOHOGK_03593	3516	3370.75	15	0.161074
FCNOHOGK_03594	420	274.967	21	2.7644
FCNOHOGK_03595	711	565.75	4	0.255916
FCNOHOGK_03596	912	766.75	0	0
FCNOHOGK_03597	1194	1048.75	31	1.06992
FCNOHOGK_03598	822	676.75	31	1.65804
FCNOHOGK_03599	1185	1039.75	133.814	4.65838
FCNOHOGK_03600	1167	1021.75	5	0.177128
FCNOHOGK_03601	894	748.75	5	0.24171
FCNOHOGK_03602	630	484.75	5	0.373348
FCNOHOGK_03603	2649	2503.75	8	0.115654
FCNOHOGK_03604	77	8.82069	17.0605	70.0084
FCNOHOGK_03605	393	248.123	1	0.145879
FCNOHOGK_03606	333	188.741	0	0
FCNOHOGK_03607	414	268.994	0	0
FCNOHOGK_03608	1089	943.75	1	0.0383534
FCNOHOGK_03609	468	322.819	2	0.224249
FCNOHOGK_03610	483	337.786	2	0.214313
FCNOHOGK_03611	261	119.656	1	0.302501
FCNOHOGK_03612	1137	991.75	13	0.474463
FCNOHOGK_03613	1485	1339.75	29	0.783493
FCNOHOGK_03614	339	194.683	5	0.929615
FCNOHOGK_03615	552	406.75	3	0.266965
FCNOHOGK_03616	1035	889.75	2	0.0813623
FCNOHOGK_03617	789	643.75	0	0
FCNOHOGK_03618	624	478.75	1	0.0756053
FCNOHOGK_03619	741	595.75	3	0.182271
FCNOHOGK_03620	1095	949.75	12	0.457334
FCNOHOGK_03621	6762	6616.75	42	0.229755
FCNOHOGK_03622	3381	3235.75	15	0.167794
FCNOHOGK_03623	1314	1168.75	6	0.185819
FCNOHOGK_03624	1374	1228.75	0	0
FCNOHOGK_03625	2160	2014.75	3	0.0538966
FCNOHOGK_03626	1464	1318.75	0	0
FCNOHOGK_03627	2139	1993.75	1	0.0181548
FCNOHOGK_03628	2259	2113.75	5	0.0856204
FCNOHOGK_03629	417	271.967	2	0.26618
FCNOHOGK_03630	1848	1702.75	3	0.0637722
FCNOHOGK_03631	672	526.75	1	0.0687158
FCNOHOGK_03632	1095	949.75	0	0
FCNOHOGK_03633	183	54.3046	0	0
FCNOHOGK_03634	1233	1087.75	0	0
FCNOHOGK_03635	552	406.75	1	0.0889885
FCNOHOGK_03636	2004	1858.75	0	0
FCNOHOGK_03637	450	304.85	8	0.94987
FCNOHOGK_03638	1863	1717.75	23	0.484651
FCNOHOGK_03639	921	775.75	6	0.279957
FCNOHOGK_03640	624	478.75	8	0.604843
FCNOHOGK_03641	261	119.656	0	0
FCNOHOGK_03642	369	224.264	2	0.322799
FCNOHOGK_03643	591	445.75	2	0.162405
FCNOHOGK_03644	996	850.75	4	0.170184
FCNOHOGK_03645	2310	2164.75	6	0.100324
FCNOHOGK_03646	1047	901.75	7	0.280978
FCNOHOGK_03647	336	191.722	2	0.37759
FCNOHOGK_03648	591	445.75	0	0
FCNOHOGK_03649	1290	1144.75	0	0
FCNOHOGK_03650	306	162.512	0	0
FCNOHOGK_03651	582	436.75	0	0
FCNOHOGK_03652	1212	1066.75	1	0.0339311
FCNOHOGK_03653	1173	1027.75	4	0.140875
FCNOHOGK_03654	765	619.75	155	9.05266
FCNOHOGK_03655	2511	2365.75	13	0.1989
FCNOHOGK_03656	765	619.75	19	1.10968
FCNOHOGK_03657	1701	1555.75	10	0.23266
FCNOHOGK_03658	2499	2353.75	7	0.107646
FCNOHOGK_03659	603	457.75	2	0.158148
FCNOHOGK_03660	1245	1099.75	2	0.0658259
FCNOHOGK_03661	426	280.967	1	0.128827
FCNOHOGK_03662	912	766.75	20	0.944142
FCNOHOGK_03663	2073	1927.75	14	0.262868
FCNOHOGK_03664	537	391.75	1	0.0923958
FCNOHOGK_03665	744	598.75	1	0.0604527
FCNOHOGK_03666	759	613.75	2	0.11795
FCNOHOGK_03667	387	242.147	8	1.19584
FCNOHOGK_03668	1614	1468.75	14	0.345018
FCNOHOGK_03669	3111	2965.75	21	0.256298
FCNOHOGK_03670	603	457.75	111	8.7772
FCNOHOGK_03671	219	82.4076	11	4.83155
FCNOHOGK_03672	1212	1066.75	26	0.88221
FCNOHOGK_03673	1962	1816.75	19	0.378547
FCNOHOGK_03674	987	841.75	8	0.344008
FCNOHOGK_03675	750	604.75	1	0.0598529
FCNOHOGK_03676	972	826.75	8	0.350249
FCNOHOGK_03677	528	382.75	0	0
FCNOHOGK_03678	357	212.438	3	0.511151
FCNOHOGK_03679	1623	1477.75	40	0.979761
FCNOHOGK_03680	1923	1777.75	0	0
FCNOHOGK_03681	798	652.75	3	0.166355
FCNOHOGK_03682	1788	1642.75	0	0
FCNOHOGK_03683	273	130.945	0	0
FCNOHOGK_03684	1080	934.75	2	0.0774454
FCNOHOGK_03685	513	367.75	12	1.18111
FCNOHOGK_03686	618	472.75	6	0.459389
FCNOHOGK_03687	1191	1045.75	5	0.173063
FCNOHOGK_03688	351	206.502	0	0
FCNOHOGK_03689	636	490.75	4	0.295026
FCNOHOGK_03690	477	331.786	13	1.41823
FCNOHOGK_03691	132	23.6216	58	88.8751
FCNOHOGK_03692	729	583.75	19	1.17812
FCNOHOGK_03693	729	583.75	14	0.868085
FCNOHOGK_03694	2202	2056.75	44	0.774341
FCNOHOGK_03695	813	667.75	4	0.216824
FCNOHOGK_03696	483	337.786	1	0.107157
FCNOHOGK_03697	426	280.967	1	0.128827
FCNOHOGK_03698	474	328.819	0	0
FCNOHOGK_03699	663	517.75	47	3.28578
FCNOHOGK_03700	1488	1342.75	460	12.4001
FCNOHOGK_03701	906	760.75	1	0.0475794
FCNOHOGK_03702	858	712.75	1	0.0507837
FCNOHOGK_03703	471	325.819	9	0.999831
FCNOHOGK_03704	483	337.786	9	0.96441
FCNOHOGK_03705	765	619.75	10	0.584043
FCNOHOGK_03706	1254	1108.75	6	0.195875
FCNOHOGK_03707	1245	1099.75	7	0.230391
FCNOHOGK_03708	1149	1003.75	41	1.47849
FCNOHOGK_03709	3207	3061.75	108	1.27678
FCNOHOGK_03710	477	331.786	6.10976	0.66654
FCNOHOGK_03711	465	319.819	8	0.905412
FCNOHOGK_03712	360	215.374	4	0.672245
FCNOHOGK_03713	621	475.75	9	0.684739
FCNOHOGK_03714	1875	1729.75	214	4.47808
FCNOHOGK_03715	828	682.75	10	0.530151
FCNOHOGK_03716	1368	1222.75	11	0.325624
FCNOHOGK_03717	270	128.09	4	1.13034
FCNOHOGK_03718	141	27.9317	1	1.29588
FCNOHOGK_03719	1431	1285.75	9	0.253365
FCNOHOGK_03720	660	514.75	1	0.0703177
FCNOHOGK_03721	1911	1765.75	19	0.38948
FCNOHOGK_03722	1965	1819.75	1086	21.6013
FCNOHOGK_03723	549	403.75	43	3.85494
FCNOHOGK_03724	1521	1375.75	79	2.07849
FCNOHOGK_03725	345	200.584	3	0.541361
FCNOHOGK_03726	786	640.75	2	0.11298
FCNOHOGK_03727	567	421.75	0	0
FCNOHOGK_03728	849	703.75	4.7164	0.242579
FCNOHOGK_03729	597	451.75	10.4507	0.837356
FCNOHOGK_03730	1599	1453.75	1.5	0.0373476
FCNOHOGK_03731	345	200.584	0	0
FCNOHOGK_03732	786	640.75	0	0
FCNOHOGK_03733	282	139.479	0	0
FCNOHOGK_03734	1872	1726.75	0	0
FCNOHOGK_03735	267	125.27	0	0
FCNOHOGK_03736	1410	1264.75	8.2044	0.234803
FCNOHOGK_03737	381	236.171	0	0
FCNOHOGK_03738	639	493.75	1	0.0733085
FCNOHOGK_03739	1023	877.75	3	0.123712
FCNOHOGK_03740	1701	1555.75	40	0.930639
FCNOHOGK_03741	219	82.4076	0	0
FCNOHOGK_03742	489	343.786	1	0.105286
FCNOHOGK_03743	561	415.75	7	0.609434
FCNOHOGK_03744	1488	1342.75	57	1.53653
FCNOHOGK_03745	1485	1339.75	63.0138	1.70244
FCNOHOGK_03746	2097	1951.75	155	2.87454
FCNOHOGK_03747	306	162.512	102.907	22.9203
FCNOHOGK_03748	603	457.75	38	3.00481
FCNOHOGK_03749	489	343.786	17	1.78987
FCNOHOGK_03750	1050	904.75	31	1.24021
FCNOHOGK_03751	2328	2182.75	67.0201	1.11138
FCNOHOGK_03752	1329	1183.75	62	1.8958
FCNOHOGK_03753	474	328.819	36	3.96284
FCNOHOGK_03754	1254	1108.75	72	2.3505
FCNOHOGK_03755	609	463.75	27	2.10737
FCNOHOGK_03756	477	331.786	38	4.14559
FCNOHOGK_03757	375	230.218	19	2.98728
FCNOHOGK_03758	85	9.54857	1442.33	5467.49
FCNOHOGK_03759	372	227.264	32.0096	5.09813
FCNOHOGK_03760	1461	1315.75	1	0.0275098
FCNOHOGK_03761	690	544.75	2	0.13289
FCNOHOGK_03762	1263	1117.75	2	0.0647659
FCNOHOGK_03763	684	538.75	7	0.470297
FCNOHOGK_03764	636	490.75	74	5.45799
FCNOHOGK_03765	1014	868.75	42.9333	1.7888
FCNOHOGK_03766	639	493.75	35	2.5658
FCNOHOGK_03767	801	655.75	10	0.551979
FCNOHOGK_03768	663	517.75	20	1.39821
FCNOHOGK_03769	2715	2569.75	2	0.0281709
FCNOHOGK_03770	897	751.75	3	0.144447
FCNOHOGK_03771	885	739.75	0	0
FCNOHOGK_03772	822	676.75	7	0.374396
FCNOHOGK_03773	318	174.16	0	0
FCNOHOGK_03774	324	180.035	10	2.0105
FCNOHOGK_03775	1374	1228.75	4	0.11783
FCNOHOGK_03776	1179	1033.75	6	0.210086
FCNOHOGK_03777	1737	1591.75	22	0.500275
FCNOHOGK_03778	120	18.3697	0	0
FCNOHOGK_03779	879	733.75	2	0.0986604
FCNOHOGK_03780	735	589.75	1	0.0613752
